,Lat,Lon,BY,MAT,AMMaxT,AMMinT,MMT,SMT,AP,SMP,GDP,Pop,DC,InfR,Vol,HRT,AtHRT,SRT,Nitri,Denitri,InfBOD,ReInfBOD,AtInfBOD,InfCOD,ReInfCOD,AtInfCOD,F.M,InfNH4N,AtInfNH4N,InfTN,AtInfTN,InfTP,AtInfTP,IndConInf,IndPer,MLSS,DO,Ph,MIT,Con,NH4N,NO3N,SVI
USOK01C,73.14391604,19.10330913,99.01980198,59.66666667,63.46863469,45.70967742,78,1,29.85793103,22.27272727,58.71759465,5.391232746,1.742419883,1.493202789,6.63074756,24.17021277,37.93629278,19.77757908,100,100,13.94000849,56.98757515,34.74447514,23.73498035,18.45192308,47.76267281,5.168421053,24.15322581,70.3,37.66418416,48.265625,13.65753425,4.485915493,100,1,20.22088269,4.141137856,46.44262295,59.46456693,5.24743083,32.59574468,74.47169811,87.03987297
USOK02A,73.14035693,19.11851782,72.55445545,56,63.46863469,44.11290323,19.33333333,1,29.90344828,21.65909091,58.71759465,5.391232746,1.247407912,1.228016663,1.451487407,19.95744681,32.9041003,33.05577288,100,100,24.33616479,96.23046092,34.74447514,12.67321729,18.45192308,47.76267281,33.30526316,38.29608295,70.3,27.87813135,91.234375,13.65753425,4.485915493,100,1,21.00964462,9.286105033,47.62295082,62.19291339,3.916996047,33.85957447,70.73584906,79.04022583
USOK02B,73.14035693,19.11851782,72.55445545,56,63.46863469,44.11290323,19.33333333,1,29.90344828,21.65909091,58.71759465,5.391232746,1.247407912,1.228016663,1.451487407,19.95744681,32.9041003,33.05577288,100,100,24.33616479,96.23046092,34.74447514,12.67321729,18.45192308,47.76267281,33.30526316,38.29608295,70.3,27.87813135,91.234375,13.65753425,4.485915493,100,1,21.00964462,9.286105033,48.50819672,62.19291339,3.916996047,33.85957447,70.73584906,69.25899788
USOK02C,73.14035693,19.11851782,72.55445545,56,63.46863469,44.11290323,19.33333333,1,29.90344828,21.65909091,58.71759465,5.391232746,1.247407912,1.228016663,1.451487407,19.95744681,32.9041003,33.05577288,100,100,24.33616479,96.23046092,34.74447514,12.67321729,18.45192308,47.76267281,33.30526316,38.29608295,70.3,27.87813135,91.234375,13.65753425,4.485915493,100,1,21.00964462,9.286105033,48.6557377,62.19291339,3.916996047,33.85957447,70.73584906,83.54657728
USOK03A,73.36841411,19.13213977,58.83168317,59.66666667,70.77490775,42.51612903,78,1,29.94896552,15.52272727,58.71759465,5.391232746,1.742419883,1.727180852,5.735955998,24.17021277,37.93629278,26.96993406,100,1,16.76767891,31.9498998,33.83287293,23.73498035,18.45192308,47.76267281,6.210526316,26.7764977,70.3,37.66418416,48.265625,13.65753425,4.485915493,1,1,29.04256211,4.411925602,46.73770492,61.02362205,6.03715415,15.74468085,55.79245283,73.94001411
USOK03B,73.36841411,19.13213977,58.83168317,59.66666667,70.77490775,42.51612903,78,1,29.94896552,15.52272727,58.71759465,5.391232746,1.742419883,1.727180852,5.735955998,24.17021277,37.93629278,26.96993406,100,1,16.76767891,31.9498998,33.83287293,23.73498035,18.45192308,47.76267281,6.210526316,26.7764977,70.3,37.66418416,48.265625,13.65753425,4.485915493,1,1,32.11458224,3.599562363,48.6557377,61.02362205,6.065612648,6.476595745,46.45283019,65.62597036
USOK03C,73.36841411,19.13213977,58.83168317,59.66666667,70.77490775,42.51612903,78,1,29.94896552,15.52272727,58.71759465,5.391232746,1.742419883,1.727180852,5.735955998,24.17021277,37.93629278,26.96993406,100,1,16.76767891,31.9498998,33.83287293,23.73498035,18.45192308,47.76267281,6.210526316,26.7764977,70.3,37.66418416,48.265625,13.65753425,4.485915493,1,1,29.72753957,4.249452954,47.91803279,61.02362205,6.03715415,4.370212766,54.54716981,73.1365561
USOK03D,73.36841411,19.13213977,58.83168317,59.66666667,70.77490775,42.51612903,78,1,29.85793103,15.11363636,58.71759465,5.391232746,1.742419883,1.727180852,5.735955998,24.17021277,37.93629278,26.96993406,100,1,16.76767891,31.9498998,33.83287293,23.73498035,18.45192308,47.76267281,6.210526316,26.7764977,70.3,37.66418416,48.265625,13.65753425,4.485915493,1,1,28.41985533,2.733041575,49.24590164,61.02362205,5.816600791,4.370212766,42.71698113,78.83062809
USOK03E,73.36841411,19.13213977,58.83168317,59.66666667,70.77490775,42.51612903,78,1,29.85793103,15.11363636,58.71759465,5.391232746,1.742419883,1.727180852,5.735955998,24.17021277,37.93629278,26.96993406,100,1,16.76767891,31.9498998,33.83287293,23.73498035,18.45192308,47.76267281,6.210526316,26.7764977,70.3,37.66418416,48.265625,13.65753425,4.485915493,1,1,28.41985533,2.733041575,49.24590164,61.02362205,5.816600791,4.370212766,42.71698113,77.95730416
USOK03F,73.36841411,19.13213977,58.83168317,59.66666667,70.77490775,42.51612903,78,1,29.85793103,15.11363636,58.71759465,5.391232746,1.742419883,1.727180852,5.735955998,24.17021277,37.93629278,26.96993406,100,1,16.76767891,31.9498998,33.83287293,23.73498035,18.45192308,47.76267281,6.210526316,26.7764977,70.3,37.66418416,48.265625,13.65753425,4.485915493,1,1,28.41985533,2.733041575,49.24590164,61.02362205,5.816600791,4.370212766,42.71698113,78.37649965
USOK03G,73.36841411,19.13213977,58.83168317,59.66666667,70.77490775,42.51612903,78,1,29.85793103,15.11363636,58.71759465,5.391232746,1.742419883,1.727180852,5.735955998,24.17021277,37.93629278,26.96993406,100,1,16.76767891,31.9498998,33.83287293,23.73498035,18.45192308,47.76267281,6.210526316,26.7764977,70.3,37.66418416,48.265625,13.65753425,4.485915493,1,1,28.87650697,7.769693654,46.73770492,53.61811024,5.368379447,9.425531915,54.54716981,69.36379675
USOK03H,73.36841411,19.13213977,58.83168317,59.66666667,70.77490775,42.51612903,78,1,29.85793103,15.11363636,58.71759465,5.391232746,1.742419883,1.727180852,5.735955998,24.17021277,37.93629278,26.96993406,100,1,16.76767891,31.9498998,33.83287293,23.73498035,18.45192308,47.76267281,6.210526316,26.7764977,70.3,37.66418416,48.265625,13.65753425,4.485915493,1,1,29.20861726,9.611050328,46,53.61811024,5.240316206,1.842553191,50.81132075,67.75688073
USOK03I,73.36841411,19.13213977,58.83168317,59.66666667,70.77490775,42.51612903,78,1,29.85793103,15.11363636,58.71759465,5.391232746,1.742419883,1.727180852,5.735955998,24.17021277,37.93629278,26.96993406,100,1,16.76767891,31.9498998,33.83287293,23.73498035,18.45192308,47.76267281,6.210526316,26.7764977,70.3,37.66418416,48.265625,13.65753425,4.485915493,1,1,29.78981025,7.39059081,45.70491803,53.61811024,5.233201581,1.842553191,52.05660377,61.25935074
USOK03J,73.36841411,19.13213977,58.83168317,59.66666667,70.77490775,42.51612903,78,1,29.85793103,15.11363636,58.71759465,5.391232746,1.742419883,1.727180852,5.735955998,24.17021277,37.93629278,26.96993406,100,1,16.76767891,31.9498998,33.83287293,23.73498035,18.45192308,47.76267281,6.210526316,26.7764977,70.3,37.66418416,48.265625,13.65753425,4.485915493,1,1,29.9351085,4.466083151,47.32786885,49.72047244,5.02687747,1,53.9245283,62.51693719
USOK03K,73.36841411,19.13213977,58.83168317,59.66666667,70.77490775,42.51612903,78,1,29.85793103,15.11363636,58.71759465,5.391232746,1.742419883,1.727180852,5.735955998,24.17021277,37.93629278,26.96993406,100,1,16.76767891,31.9498998,33.83287293,23.73498035,18.45192308,47.76267281,6.210526316,26.7764977,70.3,37.66418416,48.265625,13.65753425,4.485915493,1,1,29.39542929,4.791028446,46.8852459,49.72047244,5.012648221,1.421276596,52.67924528,64.99717713
USOK03L,73.36841411,19.13213977,58.83168317,59.66666667,70.77490775,42.51612903,78,1,29.85793103,15.11363636,58.71759465,5.391232746,1.742419883,1.727180852,5.735955998,24.17021277,37.93629278,26.96993406,100,1,16.76767891,31.9498998,33.83287293,23.73498035,18.45192308,47.76267281,6.210526316,26.7764977,70.3,37.66418416,48.265625,13.65753425,4.485915493,1,1,28.64818115,5.386761488,47.18032787,49.33070866,4.991304348,2.685106383,50.81132075,68.24594213
USOK04A,73.23481038,19.02367308,64.71287129,56,63.46863469,40.91935484,19.33333333,1,29.53931034,14.09090909,58.71759465,5.391232746,1.247407912,1.280020945,2.879531811,30.4893617,44.64588275,61.27193473,100,1,7.307071565,18.57795591,33.83287293,12.67321729,18.45192308,47.76267281,3.084210526,26.890553,70.3,27.87813135,91.234375,13.65753425,4.485915493,1,1,35.9546074,3.057986871,46.73770492,69.98818898,4.841897233,36.80851064,30.88679245,4.982357092
USOK04B,73.23481038,19.02367308,64.71287129,56,63.46863469,40.91935484,19.33333333,1,29.53931034,14.09090909,58.71759465,5.391232746,1.247407912,1.280020945,2.879531811,30.4893617,44.64588275,61.27193473,100,1,7.307071565,18.57795591,33.83287293,12.67321729,18.45192308,47.76267281,3.084210526,26.890553,70.3,27.87813135,91.234375,13.65753425,4.485915493,1,1,35.9546074,7.553063457,46.14754098,69.98818898,4.735177866,9.846808511,13.45283019,5.995412844
USOK04C,73.23481038,19.02367308,64.71287129,56,63.46863469,40.91935484,19.33333333,1,29.53931034,14.09090909,58.71759465,5.391232746,1.247407912,1.280020945,2.879531811,30.4893617,44.64588275,61.27193473,100,1,7.307071565,18.57795591,33.83287293,12.67321729,18.45192308,47.76267281,3.084210526,26.890553,70.3,27.87813135,91.234375,13.65753425,4.485915493,1,1,35.9546074,4.357768053,46,69.98818898,4.720948617,7.319148936,13.45283019,7.951658433
USOK05A,73.12575542,19.02861291,77.45544554,59.66666667,63.46863469,45.70967742,19.33333333,1,30.35862069,14.09090909,58.71759465,5.391232746,1.164916814,1.197852531,2.255726599,19.95744681,32.9041003,12.5852241,100,100,15.19091102,61.70941884,33.83287293,12.67321729,18.45192308,47.76267281,6.210526316,37.15552995,70.3,27.87813135,91.234375,13.65753425,4.485915493,1,1,26.92535905,3.599562363,50.13114754,58.29527559,5.738339921,4.791489362,1,80.82180663
USOK05B,73.12575542,19.02861291,77.45544554,59.66666667,63.46863469,45.70967742,19.33333333,1,30.35862069,14.09090909,58.71759465,5.391232746,1.164916814,1.197852531,2.255726599,19.95744681,32.9041003,12.5852241,100,100,15.19091102,61.70941884,33.83287293,12.67321729,18.45192308,47.76267281,6.210526316,37.15552995,70.3,27.87813135,91.234375,13.65753425,4.485915493,1,1,26.92535905,3.599562363,49.98360656,58.29527559,5.738339921,4.791489362,1,80.12314749
USOK05C,73.12575542,19.02861291,77.45544554,59.66666667,63.46863469,45.70967742,19.33333333,1,30.35862069,14.09090909,58.71759465,5.391232746,1.164916814,1.197852531,2.255726599,19.95744681,32.9041003,12.5852241,100,100,15.19091102,61.70941884,33.83287293,12.67321729,18.45192308,47.76267281,6.210526316,37.15552995,70.3,27.87813135,91.234375,13.65753425,4.485915493,1,1,26.92535905,3.599562363,50.27868852,58.29527559,5.738339921,4.791489362,1,82.60338744
USOK06A,72.98731495,19.07157446,61.77227723,56,63.46863469,44.11290323,19.33333333,1,30.76827586,14.5,58.71759465,5.391232746,1.044460196,1.025219192,1.176644196,39.19574468,46.65875974,25.86341791,100,1,34.63771501,57.97955912,33.83287293,12.67321729,18.45192308,47.76267281,9.336842105,32.13709677,70.3,27.87813135,91.234375,13.65753425,59.56338028,100,23,30.53705839,21.14660832,42.60655738,49.33070866,4.329644269,7.740425532,53.9245283,70.90084686
USOK06B,72.98731495,19.07157446,61.77227723,56,63.46863469,44.11290323,19.33333333,1,30.76827586,14.5,58.71759465,5.391232746,1.044460196,1.025219192,1.176644196,39.19574468,46.65875974,25.86341791,100,1,34.63771501,57.97955912,33.83287293,12.67321729,18.45192308,47.76267281,9.336842105,32.13709677,70.3,27.87813135,91.234375,13.65753425,59.56338028,100,23,30.53705839,21.904814,42.60655738,49.33070866,4.322529644,9.846808511,54.54716981,69.71312632
USOK06C,72.98731495,19.07157446,61.77227723,56,63.46863469,44.11290323,19.33333333,1,30.76827586,14.5,58.71759465,5.391232746,1.044460196,1.025219192,1.176644196,39.19574468,46.65875974,25.86341791,100,1,34.63771501,57.97955912,33.83287293,12.67321729,18.45192308,47.76267281,9.336842105,32.13709677,70.3,27.87813135,91.234375,13.65753425,59.56338028,100,23,30.53705839,21.25492341,42.90163934,49.33070866,4.322529644,12.79574468,69.49056604,71.00564573
USOK07A,72.9177753,19.0694189,72.55445545,52.33333333,56.16236162,40.91935484,78,1,41.55586207,16.95454545,58.71759465,5.391232746,1.494903,1.467186912,4.783814602,20.29446809,33.4408675,17.0112887,100,1,18.8700361,75.59719439,34.74447514,12.67321729,18.45192308,47.76267281,7.252631579,26.890553,70.3,27.87813135,48.265625,13.65753425,4.485915493,100,1,20.2001258,6.849015317,44.2295082,55.56692913,4.37944664,11.53191489,18.43396226,9.069513056
USOK07B,72.9177753,19.0694189,72.55445545,52.33333333,56.16236162,40.91935484,78,1,41.55586207,16.95454545,58.71759465,5.391232746,1.494903,1.467186912,4.783814602,20.29446809,33.4408675,17.0112887,100,1,18.8700361,75.59719439,34.74447514,12.67321729,18.45192308,47.76267281,7.252631579,26.890553,70.3,27.87813135,48.265625,13.65753425,4.485915493,100,1,20.2001258,6.849015317,45.26229508,55.56692913,4.37944664,11.53191489,18.43396226,12.87720536
USOK07C,72.9177753,19.0694189,72.55445545,52.33333333,56.16236162,40.91935484,78,1,41.55586207,16.95454545,58.71759465,5.391232746,1.494903,1.467186912,4.783814602,20.29446809,33.4408675,17.0112887,100,1,18.8700361,75.59719439,34.74447514,12.67321729,18.45192308,47.76267281,7.252631579,26.890553,70.3,27.87813135,48.265625,13.65753425,4.485915493,100,1,20.2001258,6.849015317,44.52459016,55.56692913,4.37944664,11.53191489,18.43396226,14.09985886
USOK08A,73.39004259,19.11642213,62.75247525,48.66666667,70.77490775,37.72580645,78,1,29.85793103,15.11363636,58.71759465,5.391232746,1.824910981,1.519191194,2.636046551,24.17021277,20.49135886,17.0112887,100,1,20.97239329,44.72665331,33.83287293,23.73498035,18.45192308,47.76267281,15.58947368,30.31221198,70.3,37.66418416,48.265625,13.65753425,4.485915493,100,2.1,27.63109341,27.97045952,46,59.85433071,6.869565217,9.846808511,47.69811321,6.72900494
USOK08B,73.39004259,19.11642213,62.75247525,48.66666667,70.77490775,37.72580645,78,1,29.85793103,15.11363636,58.71759465,5.391232746,1.824910981,1.519191194,2.636046551,24.17021277,20.49135886,17.0112887,100,1,20.97239329,44.72665331,33.83287293,23.73498035,18.45192308,47.76267281,12.46315789,30.31221198,70.3,37.66418416,48.265625,13.65753425,4.485915493,100,2.1,36.86791068,31.11159737,46.59016393,59.85433071,6.940711462,6.89787234,49.56603774,18.18701482
USOK08C,73.39004259,19.11642213,62.75247525,48.66666667,70.77490775,37.72580645,78,1,29.85793103,15.11363636,58.71759465,5.391232746,1.824910981,1.519191194,2.636046551,24.17021277,20.49135886,17.0112887,100,1,20.97239329,44.72665331,33.83287293,23.73498035,18.45192308,47.76267281,14.54736842,30.31221198,70.3,37.66418416,48.265625,13.65753425,4.485915493,100,2.1,29.06331901,32.30306346,46.8852459,59.85433071,6.947826087,6.89787234,53.9245283,8.510585745
USOK09A,74.40402555,19.11642213,68.63366337,56,63.46863469,39.32258065,78,1,28.35586207,17.56818182,58.71759465,5.391232746,2.23741006,2.039151602,5.850320287,22.06382979,20.49135886,17.0112887,100,1,20.97239329,44.72665331,33.83287293,23.73498035,18.45192308,47.76267281,8.294736842,30.31221198,70.3,37.66418416,48.265625,13.65753425,4.485915493,100,2.1,39.46252228,7.065645514,43.49180328,55.17716535,7.872727273,35.54468085,28.39622642,7.707127735
USOK09B,74.40402555,19.11642213,68.63366337,56,63.46863469,39.32258065,78,1,28.35586207,17.56818182,58.71759465,5.391232746,2.23741006,2.039151602,5.850320287,22.06382979,20.49135886,17.0112887,100,1,20.97239329,44.72665331,33.83287293,23.73498035,18.45192308,47.76267281,8.294736842,30.31221198,70.3,37.66418416,48.265625,13.65753425,4.485915493,100,2.1,35.72628158,10.64004376,42.45901639,55.17716535,7.666403162,13.21702128,37.11320755,4.493295695
USOK09C,74.40402555,19.11642213,68.63366337,56,63.46863469,39.32258065,78,1,28.35586207,17.56818182,58.71759465,5.391232746,2.23741006,2.039151602,5.850320287,22.06382979,20.49135886,17.0112887,100,1,20.97239329,44.72665331,33.83287293,23.73498035,18.45192308,47.76267281,9.336842105,30.31221198,70.3,37.66418416,48.265625,13.65753425,4.485915493,100,2.1,32.55047699,33.06126915,45.26229508,55.17716535,7.581027668,6.89787234,68.86792453,2.467184192
USOK10A,73.3682316,19.0694189,81.37623762,67,63.46863469,52.09677419,19.33333333,1,29.85793103,15.11363636,58.71759465,5.391232746,1.375287639,1.285210385,3.514337458,33.64893617,54.71026771,28.07645021,100,100,12.56296454,51.78957916,33.83287293,12.67321729,18.45192308,47.76267281,3.084210526,14.34447005,70.3,27.87813135,48.265625,13.65753425,4.485915493,1,1,36.26596079,2.895514223,43.49180328,59.46456693,6.926482213,15.74468085,20.30188679,36.10762174
USOK10B,73.3682316,19.0694189,81.37623762,67,63.46863469,52.09677419,19.33333333,1,29.85793103,15.11363636,58.71759465,5.391232746,1.375287639,1.285210385,3.514337458,33.64893617,54.71026771,28.07645021,100,100,12.56296454,51.78957916,33.83287293,12.67321729,18.45192308,47.76267281,4.126315789,14.34447005,70.3,27.87813135,48.265625,13.65753425,4.485915493,1,1,27.88017612,3.653719912,44.08196721,59.46456693,6.926482213,11.95319149,18.43396226,40.47424135
USOK10C,73.3682316,19.0694189,81.37623762,67,63.46863469,52.09677419,19.33333333,1,29.85793103,15.11363636,58.71759465,5.391232746,1.375287639,1.285210385,3.514337458,33.64893617,54.71026771,28.07645021,100,100,12.56296454,51.78957916,33.83287293,12.67321729,18.45192308,47.76267281,4.126315789,14.34447005,70.3,27.87813135,48.265625,13.65753425,4.485915493,1,1,26.67627634,2.678884026,43.3442623,59.46456693,6.926482213,11.53191489,13.45283019,35.58362738
USOK11A,73.30435003,89.78128816,67.65346535,56,63.46863469,44.11290323,48.66666667,37,29.85793103,15.11363636,58.71759465,5.391232746,7.599919883,4.950951859,16.67320656,25.22340426,25.52355134,19.77757908,100,1,24.12592907,45.83767535,34.74447514,30.12745649,18.45192308,62.93202765,16.63157895,32.59331797,60.82428571,44.36696005,48.265625,34.45205479,56.07746479,100,15.3,22.5041409,2.787199125,43.93442623,54.78740157,5.211857708,27.96170213,20.30188679,12.17854622
USOK11B,73.30435003,89.78128816,67.65346535,56,63.46863469,44.11290323,48.66666667,37,29.85793103,15.11363636,58.71759465,5.391232746,7.599919883,4.950951859,16.67320656,25.22340426,25.52355134,19.77757908,100,1,24.12592907,45.83767535,33.83287293,30.12745649,18.45192308,62.93202765,15.58947368,32.59331797,60.82428571,44.36696005,48.265625,34.45205479,56.07746479,100,15.3,25.57616102,7.498905908,42.60655738,55.17716535,5.055335968,6.055319149,29.01886792,12.59774171
USOK11C,73.30435003,89.78128816,67.65346535,56,63.46863469,44.11290323,48.66666667,37,29.85793103,15.11363636,58.71759465,5.391232746,7.599919883,4.950951859,16.67320656,25.22340426,25.52355134,19.77757908,100,1,24.12592907,45.83767535,33.83287293,30.12745649,18.45192308,62.93202765,15.58947368,32.59331797,60.82428571,44.36696005,48.265625,34.45205479,56.07746479,100,15.3,25.28556452,15.67669584,42.60655738,55.17716535,5.041106719,3.94893617,57.66037736,12.31827805
USOP1AA,70.62123302,51.45338718,70.59405941,63.33333333,52.50922509,48.90322581,74.33333333,37,56.44,20.84090909,27.81291759,1.517225907,1.329913114,1.238412025,3.070010397,26.27659574,21.16231786,17.0112887,100,100,20.44680399,55.67815631,16.58839779,12.67321729,52.08653846,17.65207373,5.168421053,13.20391705,19.38571429,27.87813135,76.625,13.65753425,17.73239437,100,2.1,35.02054723,9.773522976,38.03278689,46.99212598,1.305928854,13.84893617,19.36792453,38.29093155
USOP1AB,70.62123302,51.45338718,70.59405941,63.33333333,52.50922509,48.90322581,74.33333333,37,56.44,20.84090909,27.81291759,1.517225907,1.329913114,1.238412025,3.070010397,26.27659574,21.16231786,17.0112887,100,100,20.44680399,55.67815631,16.58839779,12.67321729,52.08653846,17.65207373,5.168421053,13.20391705,19.38571429,27.87813135,76.625,13.65753425,17.73239437,100,2.1,35.02054723,8.907002188,38.03278689,46.99212598,1.305928854,13.84893617,19.36792453,38.29093155
USOP1AC,70.62123302,51.45338718,70.59405941,63.33333333,52.50922509,48.90322581,74.33333333,37,56.44,20.84090909,27.81291759,1.517225907,1.329913114,1.238412025,3.070010397,26.27659574,21.16231786,17.0112887,100,100,20.44680399,55.67815631,16.58839779,12.67321729,52.08653846,17.65207373,5.168421053,13.20391705,19.38571429,27.87813135,76.625,13.65753425,17.73239437,100,2.1,35.02054723,8.311269147,38.03278689,46.99212598,1.305928854,13.84893617,19.36792453,38.29093155
USOP1BA,70.62123302,51.45338718,70.59405941,63.33333333,52.50922509,48.90322581,74.33333333,37,56.44,20.84090909,27.81291759,1.517225907,1.329913114,1.238412025,3.070010397,26.27659574,21.16231786,17.0112887,100,100,20.44680399,55.67815631,16.58839779,12.67321729,52.08653846,17.65207373,5.168421053,13.20391705,19.38571429,27.87813135,76.625,13.65753425,17.73239437,100,2.1,35.02054723,9.773522976,38.03278689,46.99212598,1.305928854,13.84893617,19.36792453,38.29093155
USOP1BB,70.62123302,51.45338718,70.59405941,63.33333333,52.50922509,48.90322581,74.33333333,37,56.44,20.84090909,27.81291759,1.517225907,1.329913114,1.238412025,3.070010397,26.27659574,21.16231786,17.0112887,100,100,20.44680399,55.67815631,16.58839779,12.67321729,52.08653846,17.65207373,5.168421053,13.20391705,19.38571429,27.87813135,76.625,13.65753425,17.73239437,100,2.1,35.02054723,8.907002188,38.03278689,46.99212598,1.305928854,13.84893617,19.36792453,38.29093155
USOP1BC,70.62123302,51.45338718,70.59405941,63.33333333,52.50922509,48.90322581,74.33333333,37,56.44,20.84090909,27.81291759,1.517225907,1.329913114,1.238412025,3.070010397,26.27659574,21.16231786,17.0112887,100,100,20.44680399,55.67815631,16.58839779,12.67321729,52.08653846,17.65207373,5.168421053,13.20391705,19.38571429,27.87813135,76.625,13.65753425,17.73239437,100,2.1,35.02054723,8.311269147,38.03278689,46.99212598,1.305928854,13.84893617,19.36792453,38.29093155
USOP1CA,70.62123302,51.45338718,70.59405941,63.33333333,52.50922509,48.90322581,74.33333333,37,56.44,20.84090909,27.81291759,1.517225907,1.329913114,1.238412025,3.070010397,26.27659574,21.16231786,17.0112887,100,100,20.44680399,55.67815631,16.58839779,12.67321729,52.08653846,17.65207373,5.168421053,13.20391705,19.38571429,27.87813135,76.625,13.65753425,17.73239437,100,2.1,35.02054723,9.773522976,38.03278689,46.99212598,1.305928854,13.84893617,19.36792453,38.29093155
USOP1CB,70.62123302,51.45338718,70.59405941,63.33333333,52.50922509,48.90322581,74.33333333,37,56.44,20.84090909,27.81291759,1.517225907,1.329913114,1.238412025,3.070010397,26.27659574,21.16231786,17.0112887,100,100,20.44680399,55.67815631,16.58839779,12.67321729,52.08653846,17.65207373,5.168421053,13.20391705,19.38571429,27.87813135,76.625,13.65753425,17.73239437,100,2.1,35.02054723,8.907002188,38.03278689,46.99212598,1.305928854,13.84893617,19.36792453,38.29093155
USOP1CC,70.62123302,51.45338718,70.59405941,63.33333333,52.50922509,48.90322581,74.33333333,37,56.44,20.84090909,27.81291759,1.517225907,1.329913114,1.238412025,3.070010397,26.27659574,21.16231786,17.0112887,100,100,20.44680399,55.67815631,16.58839779,12.67321729,52.08653846,17.65207373,5.168421053,13.20391705,19.38571429,27.87813135,76.625,13.65753425,17.73239437,100,2.1,35.02054723,8.311269147,38.03278689,46.99212598,1.305928854,13.84893617,19.36792453,38.29093155
USOP1DA,70.62123302,51.45338718,70.59405941,63.33333333,52.50922509,48.90322581,74.33333333,37,56.44,20.84090909,27.81291759,1.517225907,1.329913114,1.238412025,3.070010397,26.27659574,21.16231786,17.0112887,100,100,20.44680399,55.67815631,16.58839779,12.67321729,52.08653846,17.65207373,5.168421053,13.20391705,19.38571429,27.87813135,48.265625,13.65753425,17.73239437,100,2.1,35.02054723,9.340262582,38.03278689,46.99212598,1.256126482,11.74255319,15.94339623,38.02893437
USOP1DB,70.62123302,51.45338718,70.59405941,63.33333333,52.50922509,48.90322581,74.33333333,37,56.44,20.84090909,27.81291759,1.517225907,1.329913114,1.238412025,3.070010397,26.27659574,21.16231786,17.0112887,100,100,20.44680399,55.67815631,16.58839779,12.67321729,52.08653846,17.65207373,5.168421053,13.20391705,19.38571429,27.87813135,48.265625,13.65753425,17.73239437,100,2.1,35.02054723,9.340262582,38.03278689,46.99212598,1.256126482,11.74255319,15.94339623,38.02893437
USOP1DC,70.62123302,51.45338718,70.59405941,63.33333333,52.50922509,48.90322581,74.33333333,37,56.44,20.84090909,27.81291759,1.517225907,1.329913114,1.238412025,3.070010397,26.27659574,21.16231786,17.0112887,100,100,20.44680399,55.67815631,16.58839779,12.67321729,52.08653846,17.65207373,5.168421053,13.20391705,19.38571429,27.87813135,48.265625,13.65753425,17.73239437,100,2.1,35.02054723,9.340262582,38.03278689,46.99212598,1.256126482,11.74255319,15.94339623,38.02893437
USPT1A,82.42572501,11.54890205,39.22772277,48.66666667,52.50922509,52.09677419,48.66666667,59.5,36.95862069,10,79.35545657,8.700159505,10.89992154,9.609802053,13.09922192,6.265957447,4.388342935,4.839611043,1,1,30.95858993,88.81042084,19.09530387,22.373105,50.34134615,8.653110599,91.66315789,33.84792627,1,7.702775897,31.078125,30.15753425,7.971830986,100,15.3,12.39553412,13.34792123,47.62295082,47.38188976,5.503557312,15.95531915,38.98113208,12.24841214
USPT1B,82.42572501,11.54890205,39.22772277,48.66666667,52.50922509,52.09677419,48.66666667,59.5,36.95862069,10,79.35545657,8.700159505,10.89992154,9.609802053,13.09922192,6.265957447,4.388342935,4.839611043,1,1,30.95858993,88.81042084,19.09530387,22.373105,50.34134615,8.653110599,91.66315789,33.84792627,1,7.702775897,31.078125,30.15753425,7.971830986,100,15.3,12.39553412,9.015317287,47.62295082,47.38188976,5.503557312,15.95531915,38.98113208,12.24841214
USPT1C,82.42572501,11.54890205,39.22772277,48.66666667,52.50922509,52.09677419,48.66666667,59.5,36.95862069,10,79.35545657,8.700159505,10.89992154,9.609802053,13.09922192,6.265957447,4.388342935,4.839611043,1,1,30.95858993,88.81042084,19.09530387,22.373105,50.34134615,8.653110599,91.66315789,33.84792627,1,7.702775897,31.078125,30.15753425,7.971830986,100,15.3,12.39553412,4.682713348,47.62295082,47.38188976,5.503557312,15.95531915,38.98113208,12.24841214
USPT2A,82.42572501,11.54890205,39.22772277,48.66666667,52.50922509,52.09677419,48.66666667,59.5,36.95862069,10,79.35545657,8.700159505,10.89992154,9.609802053,13.09922192,6.265957447,4.388342935,4.839611043,1,1,30.95858993,88.81042084,19.09530387,22.373105,50.34134615,8.653110599,92.70526316,33.84792627,1,7.702775897,31.078125,30.15753425,7.971830986,100,15.3,12.25023587,10.64004376,47.62295082,47.38188976,5.503557312,15.95531915,38.98113208,12.24841214
USPT2B,82.42572501,11.54890205,39.22772277,48.66666667,52.50922509,52.09677419,48.66666667,59.5,36.95862069,10,79.35545657,8.700159505,10.89992154,9.609802053,13.09922192,6.265957447,4.388342935,4.839611043,1,1,30.95858993,88.81042084,19.09530387,22.373105,50.34134615,8.653110599,92.70526316,33.84792627,1,7.702775897,31.078125,30.15753425,7.971830986,100,15.3,12.25023587,7.932166302,47.62295082,47.38188976,5.503557312,15.95531915,38.98113208,12.24841214
