Label,Id,timeset,v_name,v_kindom,v_phylum,v_class,v_order,v_family,v_genus,v_species,v_partition,v_group,v_taxa,v_function,v_process,v_frequency,v_niche,v_modularity,v_degree,v_betweenness,v_closeness,closeness_w,norm_closeness_w,Feature_ID,MRA,Nitrifiers,Denitrifiers,Anammox,DNRA,PAOs,GAOs,SRB,SOB,Filamentous,Acetogen,Methanogen,Fermenter,Sugars,Lipids,Proteins,Unassigned
ASV6398,n4290,NA,ASV6398,Bacteria,Proteobacteria,Unknown,Unknown,Unknown,Unknown,Unknown,above,rare,others,Unassigned,Unassigned,0.033727,19.788027,8,137,226,3.00E-06,1328.615748,0.266202314,7d3c10d0cca1e718ea0257704c53f7f2,1.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV64,n1190,NA,ASV64,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,midas_g_81,midas_s_202,below,abundant,core,Unassigned,Unassigned,0.506745,283.14933,5,2,0,3.00E-06,870.0345167,0.174320681,f672aa3aea2d03f0b297739022e9b716,0.001996262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6401,n943,NA,ASV6401,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_55095,midas_s_55095,above,rare,others,Unassigned,Unassigned,0.027825,20.286136,13,1,0,3.00E-06,796.0980694,0.159506726,79c40249cab613941721cae974fcc62e,1.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6402,n4722,NA,ASV6402,Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_119,midas_g_119,midas_s_57933,above,rare,others,Unassigned,Unassigned,0.025295,21.456118,3,22,947,3.00E-06,1052.059657,0.210791356,d66e3a4be9af83423adfe57e0712bdd7,1.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6403,n2397,NA,ASV6403,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,midas_g_2835,Unknown,above,rare,others,Unassigned,Unassigned,0.038786,32.312277,9,1,0,3.00E-06,764.0403149,0.153083613,993015e56cd291d6c25ca866b96e3073,1.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6404,n3328,NA,ASV6404,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,midas_g_2835,Unknown,above,rare,others,Unassigned,Unassigned,0.039629,25.381904,9,3,4917,3.00E-06,950.5246556,0.190447737,8d478abce808e9a4d12948644c1d7168,1.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6405,n3492,NA,ASV6405,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,Unknown,above,rare,others,Sugars,C_cycle,0.024452,22.993311,2,19,9809,3.00E-06,1073.681228,0.215123468,26b509d58dbb1e3946a77eb0aa0a7d65,1.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV6406,n2393,NA,ASV6406,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,above,rare,others,Unassigned,Unassigned,0.021079,16.070026,6,39,8,3.00E-06,1067.832918,0.213951697,76c99431232352de5bc0ef4202cd5eeb,1.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6407,n3407,NA,ASV6407,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,midas_g_395,midas_s_395,neutral,rare,others,Unassigned,Unassigned,0.010961,12.176238,11,31,2708,3.00E-06,1282.566582,0.256975873,0ef3b24885acdb803d1aea89494d4750,1.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6408,n3971,NA,ASV6408,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,midas_s_1346,above,rare,others,Sugars/Lipids/Proteins,C_cycle,0.039629,25.758188,4,1,0,3.00E-06,695.2802478,0.139306802,00326d8a2c9b8abb9e64b488975d661c,1.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ASV6409,n4903,NA,ASV6409,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,midas_s_8449,above,rare,others,Filamentous/Fermenter/Sugars/Proteins,Foaming,0.026138,20.719178,5,10,759,3.00E-06,1023.402025,0.205049494,5a4b4c530a84ba2ee995871d15d416bf,1.33E-05,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
ASV6410,n2327,NA,ASV6410,Bacteria,Planctomycetota,Phycisphaerae,S-70,midas_f_17185,midas_g_25085,Unknown,above,rare,others,Unassigned,Unassigned,0.05059,33.1016,8,43,1044,3.00E-06,1198.786386,0.240189618,7a0b30121accb709b4fd7b3da9bae941,1.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6411,n1811,NA,ASV6411,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_tardaugens,above,rare,others,Sugars/Lipids/Proteins,C_cycle,0.024452,20.595686,7,71,12242,3.00E-06,1178.606843,0.236146432,7c6c782cc862dccf1fed137b0f2f5e96,1.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ASV6412,n3659,NA,ASV6412,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,Unknown,neutral,rare,others,Proteins,C_cycle,0.011804,11.896457,17,67,4663,3.00E-06,1147.069487,0.229827587,757611fc9e8897d374fb76202ded167b,1.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ASV6413,n3713,NA,ASV6413,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,midas_s_35701,neutral,rare,others,Unassigned,Unassigned,0.014334,11.751965,3,56,7674,3.00E-06,1202.245173,0.240882623,23349f1db5cfd97680810418bd3eb296,1.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6414,n1567,NA,ASV6414,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,midas_g_36514,midas_s_45287,above,rare,others,Unassigned,Unassigned,0.056492,39.964056,10,35,15333,3.00E-06,1224.307672,0.24530308,da67be43cfa8b4817f3031d483fe44d6,1.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6415,n4028,NA,ASV6415,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,midas_g_41436,midas_s_41436,above,rare,others,Unassigned,Unassigned,0.027825,21.640107,10,75,27861,3.00E-06,1383.679354,0.277234894,9ee2c3b410022d097f15d64dd76b19a5,1.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6416,n3856,NA,ASV6416,Bacteria,Myxococcota,Polyangia,Blfdi19,midas_f_5238,midas_g_26011,midas_s_26011,above,rare,others,Unassigned,Unassigned,0.053963,40.640116,5,2,16781,3.00E-06,851.2390706,0.170554813,1485ee11ccb417807c225b62eed25249,1.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6417,n3829,NA,ASV6417,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,midas_g_679,Unknown,above,rare,others,Unassigned,Unassigned,0.01602,14.159492,5,15,5196,3.00E-06,968.0567544,0.19396048,6a4cda0ca7c5941ea10df6e6c0fdc30e,1.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6420,n901,NA,ASV6420,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax,midas_s_50151,above,rare,others,Fermenter/Sugars/Lipids/Proteins,C_cycle,0.023609,19.295173,12,25,1460,3.00E-06,1089.607369,0.21831444,7d806dee8df2db053e94272e8c16669f,1.30E-05,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
ASV6421,n561,NA,ASV6421,Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_12777,midas_g_16660,midas_s_48678,neutral,rare,others,Unassigned,Unassigned,0.010118,10.999572,16,120,236,3.00E-06,1394.024936,0.279307741,dee2e46ca0bacee079c57a9b16342f21,2.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6422,n414,NA,ASV6422,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,midas_g_23110,midas_s_65236,above,rare,others,Unassigned,Unassigned,0.025295,12.364801,5,1,0,3.00E-06,598.9689196,0.120009802,95bf0d4b482f4fa65467f5b77126e035,1.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6423,n4933,NA,ASV6423,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_105,Unknown,above,rare,others,Unassigned,Unassigned,0.013491,13.801726,5,5,9982,3.00E-06,861.2550888,0.172561629,2f7217d6c619a3130e8f5d050a40622d,1.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6424,n1805,NA,ASV6424,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,midas_g_27016,midas_s_27016,above,rare,others,Unassigned,Unassigned,0.054806,41.300847,9,34,3284,3.00E-06,1170.089385,0.234439869,eaabfec5376e1eda2308e40a39393976,1.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6425,n3964,NA,ASV6425,Bacteria,Planctomycetota,Phycisphaerae,mle1-8,midas_f_1686,midas_g_22702,midas_s_22702,above,rare,others,Unassigned,Unassigned,0.031197,17.280374,9,23,7776,3.00E-06,1138.127878,0.22803604,0e3d5c85feb623575d30f9c37064c357,1.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6426,n3009,NA,ASV6426,Bacteria,Dependentiae,Babeliae,Babeliales,midas_f_41730,midas_g_57380,midas_s_57380,neutral,rare,others,Unassigned,Unassigned,0.012648,11.047546,19,67,14466,3.00E-06,1158.647977,0.232147461,458c0b5883002cb6fbf9e7609e58ef11,1.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6428,n4536,NA,ASV6428,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,Unknown,above,rare,others,Filamentous/Fermenter/Sugars/Proteins,Foaming,0.012648,9.669562,4,2,0,3.00E-06,751.8738476,0.150645932,432e76e91bd73d6abf0237bb769c5a2c,1.36E-05,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
ASV6430,n4459,NA,ASV6430,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,midas_f_15723,midas_g_27488,midas_s_47698,above,rare,others,Unassigned,Unassigned,0.03204,27.559131,2,20,11136,3.00E-06,1029.093109,0.206189763,a0e4c696283616840ec0deb0a4920c0d,1.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6431,n4237,NA,ASV6431,Bacteria,Acidobacteriota,Subgroup_22,midas_o_28,midas_f_4502,midas_g_4502,midas_s_4502,above,rare,others,Unassigned,Unassigned,0.031197,24.077127,10,41,1602,3.00E-06,1206.447905,0.241724686,f51adb0d4ec5574382144a74d4b868db,1.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6434,n578,NA,ASV6434,Bacteria,Planctomycetota,OM190,midas_o_3911,midas_f_3911,midas_g_3911,midas_s_3911,above,rare,others,Unassigned,Unassigned,0.023609,17.069729,9,42,6399,3.00E-06,1187.884729,0.238005355,f9480b1ea5be52749db52de8ce08d39a,1.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6435,n4895,NA,ASV6435,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,Unknown,neutral,rare,others,Sugars,C_cycle,0.011804,7.78638,4,17,66464,3.00E-06,1160.070698,0.232432518,4b57c9cb25fcd30baa6a89457d08db61,1.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV6437,n1813,NA,ASV6437,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,midas_g_80687,midas_s_80687,above,rare,others,Unassigned,Unassigned,0.014334,9.646788,4,3,9833,3.00E-06,762.6920556,0.152813475,5481ec5b5da7879b3ddf0fb3e8b63edf,1.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV644,n4937,NA,ASV644,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Unknown,below,intermediate,others,Sugars/Lipids/Proteins,C_cycle,0.100337,48.800916,5,50,29102,3.00E-06,1144.846627,0.229382213,fda1412a61d3c70b70e83ec5ec1cd528,0.000282398,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ASV6440,n274,NA,ASV6440,Bacteria,Planctomycetota,Phycisphaerae,mle1-8,midas_f_1686,midas_g_22702,midas_s_22702,above,rare,others,Unassigned,Unassigned,0.043845,34.34824,9,23,17926,3.00E-06,1160.372839,0.232493055,ef9879e6f977a8ed91d49c3b663875f9,1.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6441,n3789,NA,ASV6441,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,above,rare,others,Unassigned,Unassigned,0.013491,8.250682,19,5,14,3.00E-06,898.4766182,0.180019358,742f0b38bd3f9e8ddfca4b6d13877ccb,1.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6442,n2767,NA,ASV6442,Bacteria,Myxococcota,Polyangia,Blfdi19,midas_f_4883,midas_g_15196,Unknown,above,rare,others,Unassigned,Unassigned,0.020236,7.773061,7,7,0,3.00E-06,857.6185554,0.171833011,deaf4ed214d1a49b38ae299c794efa4d,1.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6443,n1169,NA,ASV6443,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,midas_s_52611,above,rare,others,Proteins,C_cycle,0.020236,18.064468,5,47,22484,3.00E-06,1158.713846,0.232160658,6154cc7db883aa1614325502128934e8,1.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ASV6446,n529,NA,ASV6446,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,midas_s_31061,above,rare,others,Unassigned,Unassigned,0.03457,22.59388,1,1,0,3.00E-06,806.1679118,0.161524326,be22632d5e3f6175707a3213d7a90ad2,1.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6447,n144,NA,ASV6447,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_1668,Unknown,above,rare,others,Unassigned,Unassigned,0.026981,23.168944,9,10,18,3.00E-06,1027.74985,0.205920627,37accba2e33f250ec014567b516affef,1.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6448,n1058,NA,ASV6448,Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,midas_f_595,midas_g_595,Unknown,neutral,rare,others,Unassigned,Unassigned,0.014334,13.631657,3,57,2401,3.00E-06,1214.594879,0.243357019,222201208c9e94891a307e8a771b8449,1.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6449,n319,NA,ASV6449,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_1226,midas_s_36069,above,rare,others,Unassigned,Unassigned,0.031197,30.083565,10,47,15296,3.00E-06,1256.147288,0.251682486,4cde44fbfc1802b07b4cd326ef6ea916,1.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV645,n1032,NA,ASV645,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_26,midas_f_98,midas_g_273,Unknown,above,intermediate,others,Unassigned,Unassigned,0.425801,364.650523,4,1,0,3.00E-06,644.3155715,0.129095486,423818fcf793e94ee06524d43cede263,0.000275638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6450,n887,NA,ASV6450,Bacteria,Patescibacteria,Parcubacteria,midas_o_61556,midas_f_76915,midas_g_80522,midas_s_80522,above,rare,others,Unassigned,Unassigned,0.017707,9.688867,1,4,0,3.00E-06,881.1058163,0.176538933,d5f81922ec93bda8a2f0f6197cf1e419,1.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6451,n4297,NA,ASV6451,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,midas_g_81,Unknown,above,rare,others,Unassigned,Unassigned,0.017707,15.280948,12,20,22121,3.00E-06,1018.870604,0.204141576,2c2ef8a2eee42e18a836f06583ab8347,1.19E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6453,n1925,NA,ASV6453,Bacteria,Patescibacteria,Microgenomatia,Ca_Woesebacteria,midas_f_65313,midas_g_65313,midas_s_65313,above,rare,others,Unassigned,Unassigned,0.031197,20.213454,4,3,2797,3.00E-06,816.1454485,0.163523432,b39cc904f18e16f351642a37f1f1d34a,1.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6454,n2966,NA,ASV6454,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,midas_s_40619,above,rare,others,Unassigned,Unassigned,0.022766,17.542767,3,4,0,3.00E-06,977.5723787,0.195867036,e51c3fe334fc77681b60f4c1c052d84e,1.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6455,n678,NA,ASV6455,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,midas_s_79011,above,rare,others,Unassigned,Unassigned,0.03204,21.173367,12,28,26267,3.00E-06,1072.591441,0.214905117,7d018832c53cb52e9eb5f15a41726a90,1.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6457,n2047,NA,ASV6457,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_1732,midas_s_23456,above,rare,others,Unassigned,Unassigned,0.011804,4.967009,3,49,10997,3.00E-06,1196.079285,0.239647222,9d906e2056a73224b2142514ee8e9d35,1.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6459,n3813,NA,ASV6459,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unknown,Unknown,above,rare,others,Unassigned,Unassigned,0.013491,14.086286,12,22,17,3.00E-06,1031.582151,0.206688469,75c6d75fedee07c0c95c39508c836f71,1.32E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV646,n1904,NA,ASV646,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,midas_f_3344,midas_g_5351,midas_s_5351,neutral,intermediate,others,Unassigned,Unassigned,0.097808,35.184281,8,106,9579,3.00E-06,1258.420548,0.252137958,833e9afec92f811af6954b0178808a94,0.000248275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6460,n3149,NA,ASV6460,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,midas_g_28033,midas_s_28033,above,rare,others,Unassigned,Unassigned,0.023609,21.240018,16,98,3543,3.00E-06,1289.094213,0.258283753,afecaa7bbbaa4c261e7496c53d79722f,1.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6461,n4955,NA,ASV6461,Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes_VC2.1_Bac22,midas_f_23768,midas_g_23768,Unknown,above,rare,others,Unassigned,Unassigned,0.021922,5.658947,11,51,7917,3.00E-06,1231.138484,0.246671706,e0d35c372c4dd80979f5ae61d87c6447,1.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6462,n2610,NA,ASV6462,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Unknown,Unknown,above,rare,others,Unassigned,Unassigned,0.025295,22.057982,5,10,6574,3.00E-06,971.059458,0.194562103,826898dd1ab95227d2a64de3294e40a8,1.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6463,n285,NA,ASV6463,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,above,rare,others,Unassigned,Unassigned,0.043002,17.25064,21,1,0,0,0.911115122,0.000182552,a323fb92e0c07d9a77cb124f12248160,1.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6466,n3625,NA,ASV6466,Bacteria,Bdellovibrionota,Oligoflexia,053A03-B-DI-P58,midas_f_27421,midas_g_32309,midas_s_32309,above,rare,others,Unassigned,Unassigned,0.030354,21.627944,2,9,1369,3.00E-06,1053.245291,0.21102891,75fb2baef56aa91488777e0cd3ed590c,1.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV647,n3050,NA,ASV647,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,midas_g_4851,Unknown,above,intermediate,others,Unassigned,Unassigned,0.162732,100.48988,5,18,18320,3.00E-06,1000.52,0.200464837,31e15df0cbaef7d55b8eba313853ca98,0.000305777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6470,n3931,NA,ASV6470,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,midas_g_57492,midas_s_57492,above,rare,others,Unassigned,Unassigned,0.049747,45.173608,6,5,7380,3.00E-06,983.0676209,0.196968067,9b213b6335e72644e9036c0bcfbf84df,1.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6473,n3906,NA,ASV6473,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,midas_g_86408,midas_s_86408,above,rare,others,Unassigned,Unassigned,0.01855,15.163791,1,12,1424,3.00E-06,916.9829093,0.183727291,d8a215e2c1d85d74f77ceaa8c2ae172e,1.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6475,n1054,NA,ASV6475,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,midas_g_26448,midas_s_26448,above,rare,others,Unassigned,Unassigned,0.058179,42.837087,8,41,64,3.00E-06,1132.73165,0.226954849,f42bc432b0c8e9cb2212f7e998911622,1.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6476,n1812,NA,ASV6476,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,midas_s_29094,above,rare,others,Sugars/Proteins,C_cycle,0.026981,19.796574,19,8,7900,3.00E-06,975.6782076,0.195487519,ebad6c6cfc7c80ee68a2518a3719e956,1.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ASV6478,n1611,NA,ASV6478,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,midas_s_73022,above,rare,others,Unassigned,Unassigned,0.031197,28.677771,5,8,7217,3.00E-06,958.6854541,0.19208284,12a92fff3f47ba0f236e019db8b703ca,1.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV648,n801,NA,ASV648,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unknown,above,intermediate,others,Denitrifiers/Sugars/Lipids/Proteins,N_remove,0.264755,143.456789,5,9,5239,3.00E-06,950.7871418,0.190500329,38c27ceaed634984c1225a82648cf571,0.000282438,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ASV6481,n4581,NA,ASV6481,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Unknown,Unknown,above,rare,others,Unassigned,Unassigned,0.021079,18.852713,2,2,167,3.00E-06,880.1052414,0.176338458,a0d6bc757c3704e925a401752c82f237,1.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6483,n2285,NA,ASV6483,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,midas_g_18170,midas_s_18170,above,rare,others,Unassigned,Unassigned,0.028668,23.214827,1,3,0,3.00E-06,845.8273358,0.169470514,3065dba123fd80159e069d295a37c3e0,1.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6484,n410,NA,ASV6484,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ca_Promineofilaceae,Ca_Promineofilum,Unknown,neutral,rare,others,Denitrifiers/Filamentous/Fermenter/Sugars,N_remove,0.010961,7.497501,4,12,7382,3.00E-06,962.2092173,0.192788863,bc78d65c042c2156fdffebe01bcfb8a1,1.21E-05,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
ASV6487,n2639,NA,ASV6487,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,midas_s_57330,above,rare,others,Proteins,C_cycle,0.026981,22.934665,4,6,5428,3.00E-06,895.4632294,0.179415594,2a0e3b0f79df4ec6452e731be1fdbba2,1.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ASV649,n1088,NA,ASV649,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,midas_g_2126,midas_s_5484,below,intermediate,others,Unassigned,Unassigned,0.038786,18.119596,3,76,26126,3.00E-06,1254.145009,0.251281308,6622fcd15a0f57b51706f360165b4f15,0.000258536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6491,n2579,NA,ASV6491,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Ca_Alysiosphaera,Unknown,above,rare,others,Filamentous/Sugars/Proteins,Foaming,0.023609,13.546057,13,9,30833,3.00E-06,951.591485,0.190661488,7cf732bdf3faf155d48a52ce21e4e53f,1.21E-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
ASV6492,n348,NA,ASV6492,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,midas_s_13739,neutral,rare,others,Nitrifiers/DNRA/Sugars/Lipids,N_remove,0.011804,7.147859,10,6,9055,3.00E-06,948.3388319,0.190009784,a5ccf26af72bd3318f81aeb9d541dfa1,1.41E-05,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
ASV6494,n1231,NA,ASV6494,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,midas_g_45195,midas_s_45195,above,rare,others,Unassigned,Unassigned,0.024452,13.067059,5,1,0,3.00E-06,692.1255939,0.138674733,b76a54789b348ea3c2d997bfde484c8b,1.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6495,n805,NA,ASV6495,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_27014,Unknown,above,rare,others,Unassigned,Unassigned,0.016863,12.00758,4,11,3312,3.00E-06,988.0131883,0.197958964,80f2e39c9eccf8ca2ccc3745f37b7fff,1.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV6496,n686,NA,ASV6496,Bacteria,Planctomycetota,OM190,midas_o_2104,midas_f_2104,midas_g_30513,Unknown,above,rare,others,Unassigned,Unassigned,0.013491,7.864962,1,4,993,3.00E-06,892.4966749,0.178821213,c3cd014040330a962a6696d496c5b8e2,1.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
